USGS	13317000	2015-06-14	14800	A
USGS	13317000	2015-06-15	13800	A
USGS	13317000	2015-06-16	12900	A
USGS	13317000	2015-06-17	12200	A
USGS	13317000	2015-06-18	11500	A
USGS	13317000	2015-06-19	11000	A
USGS	13317000	2015-06-20	10500	A
USGS	13317000	2015-06-21	10100	A
USGS	13317000	2015-06-22	9790	A
USGS	13317000	2015-06-23	9570	A
USGS	13317000	2015-06-24	9060	A
USGS	13317000	2015-06-25	8670	A
USGS	13317000	2015-06-26	8240	A
USGS	13317000	2015-06-27	7880	A
USGS	13317000	2015-06-28	7510	A
USGS	13317000	2015-06-29	7230	A
USGS	13317000	2015-06-30	7040	A
USGS	13317000	2015-07-01	6900	A
USGS	13317000	2015-07-02	6680	A
USGS	13317000	2015-07-03	6390	A
USGS	13317000	2015-07-04	6130	A
USGS	13317000	2015-07-05	5910	A
USGS	13317000	2015-07-06	5750	A
USGS	13317000	2015-07-07	5650	A
USGS	13317000	2015-07-08	5610	A
USGS	13317000	2015-07-09	5600	A
USGS	13317000	2015-07-10	5680	A
USGS	13317000	2015-07-11	6010	A
USGS	13317000	2015-07-12	6280	A
USGS	13317000	2015-07-13	6270	A
USGS	13317000	2015-07-14	6180	A
USGS	13317000	2015-07-15	6080	A
USGS	13317000	2015-07-16	5980	A
USGS	13317000	2015-07-17	5820	A
USGS	13317000	2015-07-18	5440	A
USGS	13317000	2015-07-19	5160	A
USGS	13317000	2015-07-20	5060	A
USGS	13317000	2015-07-21	4980	A
USGS	13317000	2015-07-22	4820	A
USGS	13317000	2015-07-23	4670	A
USGS	13317000	2015-07-24	4670	A
USGS	13317000	2015-07-25	4840	A
USGS	13317000	2015-07-26	4640	A
USGS	13317000	2015-07-27	4520	A
USGS	13317000	2015-07-28	4670	A
USGS	13317000	2015-07-29	5010	A
USGS	13317000	2015-07-30	4940	A
USGS	13317000	2015-07-31	4680	A
USGS	13317000	2015-08-01	4400	A
USGS	13317000	2015-08-02	4170	A
USGS	13317000	2015-08-03	4010	A
USGS	13317000	2015-08-04	3890	A
USGS	13317000	2015-08-05	3850	A
USGS	13317000	2015-08-06	3940	A
USGS	13317000	2015-08-07	4010	A
USGS	13317000	2015-08-08	4010	A
USGS	13317000	2015-08-09	3900	A
USGS	13317000	2015-08-10	3870	A
USGS	13317000	2015-08-11	3940	A
USGS	13317000	2015-08-12	3960	A
USGS	13317000	2015-08-13	3840	A
USGS	13317000	2015-08-14	3700	A
USGS	13317000	2015-08-15	3610	A
USGS	13317000	2015-08-16	3550	A
USGS	13317000	2015-08-17	3460	A
USGS	13317000	2015-08-18	3390	A
USGS	13317000	2015-08-19	3370	A
USGS	13317000	2015-08-20	3340	A
USGS	13317000	2015-08-21	3320	A
USGS	13317000	2015-08-22	3290	A
USGS	13317000	2015-08-23	3230	A
USGS	13317000	2015-08-24	3200	A
USGS	13317000	2015-08-25	3190	A
USGS	13317000	2015-08-26	3160	A
USGS	13317000	2015-08-27	3100	A
USGS	13317000	2015-08-28	3040	A
USGS	13317000	2015-08-29	2990	A
